,Daily_Return,Day_Since_EMA100Cross,Day_Since_EMA10Cross,Day_Since_EMA12Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_SMA100Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA5Cross,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Up-Down10,Up-Down100,Up-Down15,Up-Down20,Up-Down5,Up-Down50,Volume
1964-12-28,0.00918836140888209,0.0,2.0,27.0,27.0,27.0,23.0,0.0,9.0,25.0,27.0,26.0,1.0,1.3076454314751622,1.31343,1.0,0.0,1.308024950814439,0.0,1.3095900210874059,0.0,1.3106642903148866,0.0,1.3123854113500983,0.0,2.878200232084814e-07,1.0,1.3079999999999998,1.31343,1.0,0.0,1.3089333333333335,0.0,1.3094,0.0,1.3072,1.3167400000000002,0.0,0.0,1.306,8051,-2.0,0.0,0.0,-2.0,0.0,6.0,8.0
1964-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30952808029786,1.313520495049505,-1.0,-1.0,1.309559573766064,-1.0,1.310390971460034,-1.0,1.3112076762174876,-1.0,1.3126055912971533,-1.0,0.0007932198952377107,0.0,1.3074999999999999,1.3134900000000003,-1.0,-1.0,1.3086666666666669,-1.0,1.3091000000000002,-1.0,1.3072,1.31626,-1.0,-1.0,1.318,8050,0.0,24.0,2.0,-2.0,0.0,6.0,10.0
1964-12-30,-0.01062215477996966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3110684293346127,1.3136091981178315,0.0,0.0,1.3108581008789773,0.0,1.3111156408447926,0.0,1.3117108113124885,0.0,1.3128171367364805,0.0,0.001270889530520133,0.0,1.3085,1.3136500000000004,0.0,0.0,1.3091333333333337,0.0,1.3095,0.0,1.3092,1.31602,0.0,0.0,1.318,8049,2.0,24.0,4.0,0.0,2.0,6.0,6.0
1965-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.309783260364683,1.3134189169669834,1.0,1.0,1.3098030084360577,1.0,1.3104379607643362,1.0,1.311139640104156,1.0,1.3124713666683832,1.0,0.0006295746367464502,0.0,1.3093,1.3138200000000004,1.0,1.0,1.3095333333333337,1.0,1.3099000000000003,1.0,1.311,1.31578,1.0,1.0,1.304,8048,2.0,26.0,4.0,0.0,2.0,6.0,0.0
1965-08-02,-0.0007668711656440873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3087317584801952,1.3132324037597165,0.0,0.0,1.3089102379074333,0.0,1.3098248216439232,0.0,1.3106107778742184,0.0,1.3121391562107996,0.0,0.000212533070447703,0.0,1.3088000000000002,1.3138500000000002,0.0,0.0,1.3090666666666668,0.0,1.3095500000000002,0.0,1.3102,1.3153400000000002,0.0,0.0,1.304,8047,2.0,24.0,2.0,0.0,2.0,6.0,11.0
1965-08-03,0.0007674597083652262,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.3076896205747053,1.3130297819030885,0.0,0.0,1.308000970537059,0.0,1.3091748386302162,0.0,1.3100470165502023,0.0,1.3117807579280232,0.0,-0.00010637838072839008,-1.0,1.3086,1.3138800000000002,0.0,0.0,1.3086666666666664,0.0,1.3092,0.0,1.31,1.3148600000000001,0.0,0.0,1.3030000000000002,8046,2.0,24.0,2.0,2.0,4.0,6.0,0.0
1965-08-04,-0.0023006134969326022,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.3070187804702134,1.3128509743406511,0.0,0.0,1.3073854366082807,0.0,1.30868199685591,0.0,1.3095990893983354,0.0,1.3114756301661399,0.0,-0.00021918812611184096,0.0,1.3083000000000002,1.3138799999999997,0.0,0.0,1.3081333333333331,0.0,1.30885,0.0,1.3094000000000001,1.31434,0.0,0.0,1.304,8045,2.0,22.0,2.0,2.0,2.0,4.0,0.0
1965-08-05,-0.0015372790161412605,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.3059244567483563,1.3126163015814303,0.0,0.0,1.3064030617454683,0.0,1.3079503781077282,0.0,1.3089621198132735,0.0,1.3110648211400167,0.0,-0.00045167472308988094,0.0,1.3079,1.3138999999999998,0.0,0.0,1.3078666666666665,0.0,1.3084999999999998,0.0,1.3066,1.31394,0.0,0.0,1.301,8044,4.0,24.0,2.0,4.0,2.0,6.0,2.0
1965-08-06,0.0007698229407235487,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.3046654646122915,1.3123466718471446,0.0,0.0,1.3052641291692424,0.0,1.3070979611450875,0.0,1.3082241850122902,0.0,1.3105916908992317,0.0,-0.0006821379986659899,0.0,1.3071000000000002,1.3138899999999998,0.0,0.0,1.3072666666666666,0.0,1.3079499999999997,0.0,1.3032000000000001,1.3134400000000002,0.0,0.0,1.2990000000000002,8043,2.0,22.0,0.0,4.0,0.0,4.0,0.0
1965-08-09,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.3038171983191476,1.312102183295716,0.0,0.0,1.304454263143205,0.0,1.3064219648455553,0.0,1.3076149861224908,0.0,1.3101763304718108,0.0,-0.000706244107923199,0.0,1.3062,1.31386,0.0,0.0,1.3066,0.0,1.3073499999999998,0.0,1.3022000000000002,1.3129000000000002,0.0,0.0,1.3,8042,0.0,20.0,0.0,2.0,0.0,2.0,0.0
