,Daily_Return,Day_Since_EMA100Cross,Day_Since_EMA10Cross,Day_Since_EMA12Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_SMA100Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA5Cross,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Up-Down10,Up-Down100,Up-Down15,Up-Down20,Up-Down5,Up-Down50,Volume
1975-05-27,0.02445414847161574,101.0,0.0,0.0,6.0,23.0,23.0,101.0,0.0,0.0,28.0,15.0,0.0,4.643997091470967,4.38293,0.0,1.0,4.63132967577453,1.0,4.57989278143431,0.0,4.548152677828837,0.0,4.468375569698036,0.0,0.0013993497266961558,0.0,4.6579,4.38293,0.0,1.0,4.616200000000001,1.0,4.5615000000000006,0.0,4.708399999999999,4.40026,0.0,1.0,4.58,8621,0.0,0.0,4.0,2.0,0.0,4.0,2584.0
1975-05-28,-0.020034100596760508,102.0,0.0,0.0,7.0,24.0,24.0,102.0,0.0,0.0,29.0,16.0,0.0,4.6527248930217,4.389050198019802,0.0,-1.0,4.640663571809218,-1.0,4.590569659392948,0.0,4.558808035026701,0.0,4.477145155200074,0.0,6.231085081612187e-05,0.0,4.654399999999999,4.384030000000001,0.0,-1.0,4.6282000000000005,-1.0,4.5698,0.0,4.6819999999999995,4.40186,0.0,-1.0,4.692,8620,0.0,8.0,2.0,2.0,0.0,4.0,1014.0
1975-05-29,-0.003262287951283097,103.0,0.0,0.0,8.0,25.0,25.0,103.0,0.0,0.0,30.0,17.0,0.0,4.642774912472301,4.393187817860993,0.0,1.0,4.63409994537703,1.0,4.591277310879334,0.0,4.561711143543241,0.0,4.481884560878503,0.0,-0.007523539278329744,-1.0,4.6561,4.38717,0.0,1.0,4.641733333333334,1.0,4.581149999999999,0.0,4.6944,4.4056999999999995,0.0,1.0,4.598,8619,0.0,10.0,2.0,4.0,0.0,4.0,978.0
1975-05-30,-0.024219943268601496,104.0,1.0,1.0,0.0,26.0,26.0,104.0,1.0,1.0,0.0,18.0,1.0,4.631906746568246,4.396946474933053,0.0,0.0,4.626238415319025,0.0,4.590488995557492,1.0,4.5632880958733715,0.0,4.4858498722166,0.0,-0.01356961733317183,0.0,4.6532,4.39025,0.0,0.0,4.642933333333333,0.0,4.5928,1.0,4.667999999999999,4.4108600000000004,0.0,0.0,4.583,8618,0.0,10.0,2.0,4.0,0.0,4.0,789.0
1975-06-02,0.014087656529517132,105.0,2.0,2.0,1.0,0.0,0.0,105.0,2.0,2.0,1.0,19.0,2.0,4.602832792646747,4.39843268335022,0.0,0.0,4.602509428346868,0.0,4.579204329313922,0.0,4.556526014697567,1.0,4.485306739972812,1.0,-0.024429218503619565,0.0,4.664999999999999,4.39318,0.0,0.0,4.644466666666667,0.0,4.602449999999999,0.0,4.6396,4.41426,0.0,0.0,4.4719999999999995,8617,-2.0,8.0,0.0,2.0,0.0,2.0,968.0
1975-06-03,-0.01234840132304301,106.0,3.0,3.0,2.0,1.0,0.0,106.0,3.0,3.0,2.0,20.0,3.0,4.590499557620065,4.401136986650215,0.0,0.0,4.592123362447349,0.0,4.574994393188787,0.0,4.554931495090339,0.0,4.487255495267997,-1.0,-0.02657661183672841,0.0,4.646699999999999,4.39595,0.0,0.0,4.6335999999999995,0.0,4.6084000000000005,0.0,4.585000000000001,4.4184,0.0,0.0,4.535,8616,-2.0,8.0,0.0,2.0,-2.0,2.0,783.0
1975-06-04,-0.0008930564858228282,107.0,4.0,4.0,3.0,2.0,0.0,107.0,4.0,4.0,3.0,21.0,4.0,4.570226910780053,4.4026788284987255,0.0,0.0,4.57471976822468,0.0,4.56585207002795,0.0,4.549306939898463,0.0,4.486931750355526,1.0,-0.030684520694016795,0.0,4.6290000000000004,4.399500000000001,0.0,0.0,4.628266666666665,0.0,4.615149999999999,0.0,4.576,4.4234,0.0,0.0,4.479,8615,0.0,10.0,0.0,2.0,-2.0,2.0,1215.0
1975-06-05,0.002234636871508531,108.0,5.0,5.0,4.0,3.0,1.0,108.0,5.0,5.0,4.0,22.0,5.0,4.552912927001861,4.404110930904691,0.0,0.0,4.559378265420883,0.0,4.55719949193005,0.0,4.5438027221282065,0.0,4.486463838576879,0.0,-0.03241744458204613,0.0,4.613899999999999,4.4023900000000005,0.0,0.0,4.6152,0.0,4.614649999999999,0.0,4.5334,4.42878,0.0,0.0,4.475,8614,-2.0,8.0,-2.0,0.0,-2.0,2.0,855.0
1975-06-06,0.04124860646599768,109.0,6.0,6.0,5.0,4.0,2.0,109.0,6.0,6.0,5.0,23.0,6.0,4.540565122092432,4.405712694649153,0.0,0.0,4.547935455356132,0.0,4.550323349841474,0.0,4.539446964933525,0.0,4.486406433142491,0.0,-0.0316035979616925,0.0,4.5884,4.40334,0.0,0.0,4.605066666666667,0.0,4.609399999999999,0.0,4.508799999999999,4.43322,0.0,0.0,4.485,8613,-4.0,6.0,-4.0,-2.0,-4.0,0.0,527.0
1975-06-09,-0.013490364025695872,110.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,24.0,0.0,4.564098736257445,4.410946106636298,0.0,-1.0,4.566714616070573,-1.0,4.561721126047048,-1.0,4.549117560123634,-1.0,4.493606180862393,-1.0,-0.01799602594988864,0.0,4.5644,4.40496,0.0,-1.0,4.606399999999999,-1.0,4.60565,-1.0,4.489199999999999,4.43574,0.0,-1.0,4.67,8612,-2.0,8.0,-2.0,0.0,-2.0,0.0,974.0
