,Daily_Return,Day_Since_EMA100Cross,Day_Since_EMA10Cross,Day_Since_EMA12Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_SMA100Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA5Cross,EMA10,EMA100,EMA100Cross,EMA10Cross,EMA12,EMA12Cross,EMA20,EMA20Cross,EMA26,EMA26Cross,EMA50,EMA50Cross,MACD,MACD_Cross,SMA10,SMA100,SMA100Cross,SMA10Cross,SMA15,SMA15Cross,SMA20,SMA20Cross,SMA5,SMA50,SMA50Cross,SMA5Cross,Settle_Price,Time,Up-Down10,Up-Down100,Up-Down15,Up-Down20,Up-Down5,Up-Down50,Volume
1964-01-08,0.0,0.0,15.0,15.0,15.0,15.0,15.0,0.0,5.0,0.0,15.0,15.0,15.0,1.29303689963713,1.2941500000000001,1.0,0.0,1.2930632473595618,0.0,1.293183723303857,0.0,1.2932655019961972,0.0,1.293593802414277,0.0,1.2814153245555829e-05,0.0,1.293,1.2941500000000001,1.0,0.0,1.2929999999999997,-1.0,1.2932,0.0,1.2930000000000001,1.29368,0.0,0.0,1.2930000000000001,9341,12.0,0.0,16.0,22.0,10.0,42.0,0.0
1964-01-09,0.0,1.0,16.0,16.0,16.0,16.0,16.0,1.0,6.0,1.0,16.0,16.0,16.0,1.2930301906121973,1.2941272277227724,0.0,0.0,1.2930535169965522,0.0,1.2931662258463468,0.0,1.293245835181664,0.0,1.2935705160450897,0.0,1.820048381531223e-05,0.0,1.293,1.2941200000000004,0.0,0.0,1.2929999999999997,0.0,1.29315,0.0,1.2930000000000001,1.29366,0.0,0.0,1.2930000000000001,9340,12.0,68.0,16.0,22.0,10.0,42.0,0.0
1964-01-10,0.0,2.0,17.0,17.0,17.0,17.0,17.0,2.0,7.0,2.0,17.0,17.0,17.0,1.2930247014099796,1.2941049063817274,0.0,0.0,1.2930452836124673,0.0,1.2931503948133614,0.0,1.2932276251682076,0.0,1.293548142866851,0.0,2.254169054946738e-05,0.0,1.293,1.2940900000000002,0.0,0.0,1.2929999999999997,0.0,1.2931,0.0,1.2930000000000001,1.2936400000000001,0.0,0.0,1.2930000000000001,9339,12.0,68.0,16.0,22.0,10.0,42.0,0.0
1964-01-13,0.0,3.0,18.0,18.0,18.0,18.0,18.0,3.0,8.0,3.0,18.0,18.0,18.0,1.2930202102445287,1.2940830270474357,0.0,0.0,1.293038316902857,0.0,1.293136071497803,0.0,1.2932107640446366,0.0,1.293526647068151,0.0,2.594888360805256e-05,0.0,1.293,1.2940500000000004,0.0,0.0,1.2929999999999997,0.0,1.2931,0.0,1.2930000000000001,1.2936200000000002,0.0,0.0,1.2930000000000001,9338,12.0,68.0,18.0,22.0,10.0,42.0,0.0
1964-01-14,0.0,4.0,19.0,19.0,19.0,19.0,19.0,4.0,9.0,4.0,19.0,19.0,19.0,1.2930165356546144,1.2940615809672884,0.0,0.0,1.2930324219947251,0.0,1.2931231123075362,0.0,1.2931951518931821,0.0,1.2935059942419491,0.0,2.853290154457004e-05,0.0,1.293,1.29401,0.0,0.0,1.2929999999999997,0.0,1.2931,0.0,1.2930000000000001,1.2936,0.0,0.0,1.2930000000000001,9337,12.0,68.0,18.0,22.0,10.0,42.0,0.0
1964-01-15,0.0,5.0,20.0,20.0,20.0,20.0,20.0,5.0,10.0,5.0,0.0,20.0,20.0,1.2930135291719573,1.2940405595619955,0.0,0.0,1.2930274339955368,0.0,1.2931113873258662,0.0,1.2931806961973908,0.0,1.2934861513305,0.0,3.040047851799783e-05,0.0,1.293,1.2939800000000004,0.0,0.0,1.2929999999999997,0.0,1.293,-1.0,1.2930000000000001,1.29358,0.0,0.0,1.2930000000000001,9336,12.0,70.0,18.0,22.0,10.0,42.0,0.0
1964-01-16,0.0,6.0,21.0,21.0,21.0,21.0,21.0,6.0,11.0,6.0,1.0,21.0,21.0,1.2930110693225105,1.294019954422154,0.0,0.0,1.2930232133808388,0.0,1.2931007790091171,0.0,1.2931673112938804,0.0,1.2934670865724411,0.0,3.1651813864382164e-05,0.0,1.293,1.2939500000000004,0.0,0.0,1.2929999999999997,0.0,1.293,0.0,1.2930000000000001,1.29356,0.0,0.0,1.2930000000000001,9335,12.0,70.0,20.0,22.0,10.0,42.0,0.0
1964-01-17,0.0,7.0,22.0,22.0,22.0,22.0,22.0,7.0,12.0,7.0,2.0,22.0,22.0,1.2930090567184178,1.2939997573048836,0.0,0.0,1.293019642091479,0.0,1.2930911810082488,0.0,1.2931549178647042,0.0,1.2934487694519532,0.0,3.237916294467023e-05,0.0,1.293,1.2939200000000002,0.0,0.0,1.2929999999999997,0.0,1.293,0.0,1.2930000000000001,1.2935400000000001,0.0,0.0,1.2930000000000001,9334,12.0,70.0,20.0,22.0,10.0,42.0,0.0
1964-01-20,0.0,8.0,23.0,23.0,23.0,23.0,23.0,8.0,13.0,8.0,3.0,23.0,23.0,1.2930074100423419,1.2939799601305295,0.0,0.0,1.2930166202312514,0.0,1.2930824971027013,0.0,1.2931434424673187,0.0,1.2934311706499158,0.0,3.266616008200626e-05,0.0,1.293,1.2938900000000002,0.0,0.0,1.2929999999999997,0.0,1.293,0.0,1.2930000000000001,1.29352,0.0,0.0,1.2930000000000001,9333,12.0,70.0,20.0,22.0,10.0,42.0,0.0
1964-01-21,0.0,9.0,24.0,24.0,24.0,24.0,24.0,9.0,14.0,9.0,4.0,24.0,24.0,1.2930060627619162,1.29396055497943,0.0,0.0,1.2930140632725973,0.0,1.2930746402357773,0.0,1.2931328170993692,0.0,1.293414261996978,0.0,3.258765550188307e-05,0.0,1.293,1.2938500000000002,0.0,0.0,1.2929999999999997,0.0,1.293,0.0,1.2930000000000001,1.2935000000000003,0.0,0.0,1.2930000000000001,9332,12.0,70.0,20.0,24.0,10.0,42.0,0.0
