,Settle_Price,Daily_Return,5-day Return,Volume,SMA5,SMA10,SMA15,SMA20,SMA50,SMA100,EMA10,EMA12,EMA20,EMA26,EMA50,EMA100,MACD,MACD_Cross,SMA5Cross,SMA10Cross,SMA15Cross,SMA20Cross,SMA50Cross,SMA100Cross,EMA12Cross,EMA10Cross,EMA20Cross,EMA26Cross,EMA50Cross,EMA100Cross,Up-Down5,Up-Down10,Up-Down15,Up-Down20,Up-Down50,Up-Down100,Day_Since_SMA5Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA100Cross,Day_Since_EMA12Cross,Day_Since_EMA10Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_EMA100Cross
1983-08-22,461.0,-0.0015184381778741618,-0.0010845986984815619,93.0,456.14000000000004,452.4,451.93333333333334,454.64000000000004,455.89799999999997,460.46299999999997,455.35389619569503,455.1912240610868,455.38468905921826,455.7114779484121,457.4332786534385,460.46299999999997,0.9382520019521532,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,6.0,5.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,101.0
1983-08-23,460.3,-0.007169237453834481,0.00043449923962630597,92.0,456.96000000000004,453.57,452.6266666666667,454.3299999999999,456.292,460.602,456.25318779647773,455.9771895901504,455.8528139107213,456.0513684707519,457.5456990984017,460.45977227722767,1.1074616069407077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,2.0,1.0,7.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1983-08-24,457.0,-0.010284463894967153,-0.0006564551422319723,45.0,457.8,454.9,453.1666666666667,454.03999999999996,456.55199999999996,460.709,456.3889718334818,456.1345450378195,455.96206972874785,456.12163747291845,457.5242991337585,460.39126193510435,0.9556384419546629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,8.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0
1983-08-25,452.3,0.00464293610435544,0.01193897855405699,182.0,457.62,455.7,453.4133333333333,453.66999999999996,456.796,460.66200000000003,455.6455224092124,455.54461503200116,455.6133011831528,455.83855321566523,457.31942465792486,460.23103892648845,0.51903415471162,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
1983-08-26,454.4,0.013424295774647939,0.010123239436619769,158.0,456.84000000000003,456.16,453.6866666666667,453.06000000000006,456.994,460.55500000000006,455.41906378935556,455.3685204116933,455.4977486895192,455.73199371820857,457.2049374164376,460.11557280913223,0.35959922548831924,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,-4.0,-2.0,-4.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0
1983-08-29,460.5,0.0,-0.01498371335504881,22.0,457.0,456.57,453.93333333333334,453.2,457.11400000000003,460.4660000000001,456.3428703731091,456.1579788098943,455.97415357623163,456.08517936871164,457.33415555696945,460.12318522875336,0.63669757854902,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-08-30,460.5,-0.008251900108577659,-0.012377850162866424,3.0,456.9,456.92999999999995,454.68,453.695,457.394,460.4840000000001,457.0987121234529,456.82598206991054,456.4051865689715,456.41220311917743,457.45830631944125,460.1306469073919,0.7821416704795652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1983-08-31,456.7,0.0021896211955331727,-0.0030654696737463924,8.0,456.93999999999994,457.37,455.58,454.11,457.61400000000003,460.5400000000001,457.02621901009786,456.8066002130012,456.4332640385932,456.43352140664575,457.42856881671804,460.06271330526533,0.5931532208815417,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1983-09-01,457.7,0.0028402883985143355,-0.008302381472580318,21.0,456.88,457.2499999999999,456.0933333333333,454.28000000000003,457.70000000000005,460.461,457.14872464462553,456.94404633407794,456.5539055587272,456.5273346357831,457.43921317684675,460.01592690318085,0.5094288902567159,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0
1983-09-02,459.0,-0.011764705882352892,-0.033986928104575216,13.0,457.96000000000004,457.4,456.76,454.755,457.778,460.39,457.48532016378454,457.26034689806596,456.7868669340865,456.71049503313253,457.5004205032449,459.9958095387614,0.5140552455162618,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0
