,Settle_Price,Daily_Return,5-day Return,Volume,SMA5,SMA10,SMA15,SMA20,SMA50,SMA100,EMA10,EMA12,EMA20,EMA26,EMA50,EMA100,MACD,MACD_Cross,SMA5Cross,SMA10Cross,SMA15Cross,SMA20Cross,SMA50Cross,SMA100Cross,EMA12Cross,EMA10Cross,EMA20Cross,EMA26Cross,EMA50Cross,EMA100Cross,Up-Down5,Up-Down10,Up-Down15,Up-Down20,Up-Down50,Up-Down100,Day_Since_SMA5Cross,Day_Since_SMA10Cross,Day_Since_SMA15Cross,Day_Since_SMA20Cross,Day_Since_SMA50Cross,Day_Since_SMA100Cross,Day_Since_EMA12Cross,Day_Since_EMA10Cross,Day_Since_EMA20Cross,Day_Since_EMA26Cross,Day_Since_EMA50Cross,Day_Since_EMA100Cross
2014-01-30,175.0,0.005714285714285714,0.012857142857142857,58.0,175.8,175.925,176.26666666666668,176.5375,180.035,179.425,175.87925358849992,176.0284025433017,176.6845916176527,177.15931342963182,178.2491835571215,179.425,0.04899623299775735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,6.0,8.0,14.0,0.0,1.0,1.0,21.0,39.0,28.0,0.0,1.0,1.0,21.0,21.0,21.0,0.0
2014-01-31,176.0,0.0,0.009943181818181818,63.0,175.7,175.875,176.08333333333334,176.375,179.865,179.405,175.90120748149994,176.02403292125527,176.6193924159715,177.0734383607702,178.16098028037166,179.3571782178218,0.10440134385035438,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,10.0,14.0,28.0,0.0,0.0,22.0,40.0,29.0,1.0,2.0,0.0,22.0,22.0,22.0,1.0
2014-02-01,176.0,0.0,0.01278409090909091,63.0,175.8,175.85,176.03333333333333,176.35,179.715,179.385,175.91916975759085,176.02033554875445,176.56040266206946,176.99392440812056,178.0762359556512,179.29069944123125,0.1441743391993433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,10.0,14.0,28.0,1.0,1.0,23.0,41.0,30.0,2.0,3.0,1.0,23.0,23.0,23.0,2.0
2014-02-02,176.0,0.004261363636363636,0.015625,63.0,175.7,175.825,175.98333333333332,176.325,179.565,179.36,175.9338661653016,176.01720700279222,176.50703097996762,176.92030037788942,177.99481493778254,179.22553707605834,0.17173585877460873,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,10.0,14.0,28.0,2.0,2.0,0.0,42.0,31.0,3.0,4.0,2.0,24.0,24.0,24.0,3.0
2014-02-03,176.75,0.002828854314002829,0.011315417256011316,7.0,175.6,175.75,175.93333333333334,176.225,179.4,179.3475,176.08225413524676,176.12994438697802,176.53017088663736,176.9076855350828,177.94599866571264,179.17651653989878,0.23767046861362218,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,6.0,8.0,10.0,10.0,14.0,30.0,3.0,3.0,1.0,0.0,32.0,4.0,0.0,3.0,0.0,25.0,25.0,4.0
2014-02-04,177.25,0.0028208744710860366,0.00846262341325811,149.0,175.95,175.875,175.93333333333334,176.1875,179.21,179.3425,176.2945715652019,176.30226063513524,176.59872604029096,176.9330421621137,177.91870460039058,179.13836769752456,0.3077040717919488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,8.0,8.0,12.0,10.0,14.0,30.0,4.0,4.0,2.0,1.0,33.0,5.0,1.0,4.0,1.0,0.0,26.0,5.0
2014-02-05,177.75,0.0028129395218002813,-0.0014064697609001407,177.0,176.4,176.05,176.05,176.1625,179.01,179.33,176.55919491698336,176.52498976819135,176.70837117931086,176.9935575575127,177.9120887337086,179.1108752678706,0.3759342475592484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,12.0,12.0,14.0,30.0,5.0,5.0,3.0,2.0,34.0,6.0,2.0,5.0,2.0,1.0,27.0,6.0
2014-02-06,178.25,0.002805049088359046,-0.008415147265077139,186.0,176.75,176.275,176.15,176.2125,178.845,179.325,176.8666140229864,176.79037595770038,176.85519297175745,177.08662736806733,177.9253401559161,179.09382823286325,0.43860050121092353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,8.0,10.0,14.0,14.0,16.0,32.0,6.0,6.0,4.0,3.0,35.0,7.0,3.0,6.0,3.0,2.0,0.0,7.0
2014-02-07,178.75,0.0,-0.008391608391608392,151.0,177.2,176.45,176.28333333333333,176.2875,178.705,179.3325,177.20904783698887,177.09185657959262,177.03565078397102,177.20984015561788,177.95767975764488,179.08701975300457,0.49349466844208434,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,16.0,18.0,34.0,7.0,7.0,5.0,4.0,0.0,8.0,4.0,7.0,4.0,3.0,1.0,8.0
2014-02-08,178.75,0.0,-0.008391608391608392,151.0,177.75,176.675,176.41666666666666,176.3875,178.575,179.34,177.48922095753636,177.3469555673476,177.19892213787855,177.32392607001657,177.98875113969802,179.08034609452923,0.5076061934387115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,16.0,18.0,34.0,8.0,8.0,6.0,5.0,1.0,9.0,5.0,8.0,5.0,4.0,2.0,9.0
