,0
0,-0.005239427
1,-0.00522393
2,-0.005208656
3,-0.0051947534
4,-0.005182743
5,-0.005172804
6,-0.005164832
7,-0.005158603
8,-0.00515382
9,-0.0051502883
10,-0.005147755
11,-0.005145952
12,-0.0051447153
13,-0.005143881
14,-0.005143404
15,-0.005143106
16,-0.005142957
17,-0.005142927
18,-0.005142927
19,-0.0051430017
20,-0.0051431507
21,-0.0051432103
22,-0.0051433295
23,-0.005143434
24,-0.0051434934
25,-0.005143583
26,-0.0051436573
27,-0.005143702
28,-0.0051437765
29,-0.0051437467
30,-0.005143836
31,-0.005143881
32,-0.0051438957
33,-0.0051439404
34,-0.0051439106
35,-0.0051439553
36,-0.0051439553
37,-0.005144
38,-0.0051439703
39,-0.005143985
40,-0.00514403
41,-0.00514403
42,-0.00514403
43,-0.00514403
44,-0.00514403
45,-0.00514403
46,-0.00514403
47,-0.00514403
48,-0.00514403
49,-0.00514403
50,-0.00514403
51,-0.00514403
52,-0.00514403
53,-0.00514403
54,-0.00514403
55,-0.00514403
56,-0.00514403
57,-0.00514403
58,-0.00514403
59,-0.00514403
60,-0.00514403
61,-0.00514403
62,-0.00514403
63,-0.00514403
64,-0.00514403
65,-0.00514403
66,-0.00514403
67,-0.00514403
68,-0.00514403
69,-0.00514403
70,-0.00514403
71,-0.00514403
72,-0.00514403
73,-0.00514403
74,-0.00514403
75,-0.00514403
76,-0.00514403
77,-0.00514403
78,-0.00514403
79,-0.00514403
80,-0.00514403
81,-0.00514403
82,-0.00514403
83,-0.00514403
84,-0.00514403
85,-0.00514403
86,-0.00514403
87,-0.00514403
88,-0.00514403
89,-0.00514403
90,-0.00514403
91,-0.00514403
92,-0.00514403
93,-0.00514403
94,-0.00514403
95,-0.00514403
96,-0.00514403
97,-0.00514403
98,-0.00514403
99,-0.00514403
100,-0.00514403
101,-0.00514403
102,-0.00514403
103,-0.00514403
104,-0.00514403
105,-0.00514403
106,-0.00514403
107,-0.00514403
108,-0.00514403
109,-0.00514403
110,-0.00514403
111,-0.00514403
112,-0.00514403
113,-0.00514403
114,-0.00514403
115,-0.00514403
116,-0.00514403
117,-0.00514403
118,-0.00514403
119,-0.00514403
120,-0.00514403
121,-0.00514403
122,-0.00514403
123,-0.00514403
124,-0.00514403
125,-0.00514403
126,-0.00514403
127,-0.00514403
128,-0.00514403
129,-0.00514403
130,-0.00514403
131,-0.00514403
132,-0.00514403
133,-0.00514403
134,-0.00514403
135,-0.00514403
136,-0.00514403
137,-0.00514403
138,-0.00514403
139,-0.00514403
140,-0.00514403
141,-0.00514403
142,-0.00514403
143,-0.00514403
144,-0.00514403
145,-0.00514403
146,-0.00514403
147,-0.00514403
148,-0.00514403
149,-0.00514403
150,-0.00514403
151,-0.00514403
152,-0.00514403
153,-0.00514403
154,-0.00514403
155,-0.00514403
156,-0.00514403
157,-0.00514403
158,-0.00514403
159,-0.00514403
160,-0.00514403
161,-0.00514403
162,-0.00514403
163,-0.00514403
164,-0.00514403
165,-0.00514403
166,-0.00514403
167,-0.00514403
168,-0.00514403
169,-0.00514403
170,-0.00514403
171,-0.00514403
172,-0.00514403
173,-0.00514403
174,-0.00514403
175,-0.00514403
176,-0.00514403
177,-0.00514403
178,-0.00514403
179,-0.00514403
180,-0.00514403
181,-0.00514403
182,-0.00514403
183,-0.00514403
184,-0.00514403
185,-0.00514403
186,-0.00514403
187,-0.00514403
188,-0.00514403
189,-0.00514403
190,-0.00514403
191,-0.00514403
192,-0.00514403
193,-0.00514403
194,-0.00514403
195,-0.00514403
196,-0.00514403
197,-0.00514403
198,-0.00514403
199,-0.00514403
200,-0.00514403
201,-0.00514403
202,-0.00514403
203,-0.00514403
204,-0.00514403
205,-0.00514403
206,-0.00514403
207,-0.00514403
208,-0.00514403
209,-0.00514403
210,-0.00514403
211,-0.00514403
212,-0.00514403
213,-0.00514403
214,-0.00514403
215,-0.00514403
216,-0.00514403
217,-0.00514403
218,-0.00514403
219,-0.00514403
220,-0.00514403
221,-0.00514403
222,-0.00514403
223,-0.00514403
224,-0.00514403
225,-0.00514403
226,-0.00514403
227,-0.00514403
228,-0.00514403
229,-0.00514403
230,-0.00514403
231,-0.00514403
232,-0.00514403
233,-0.00514403
234,-0.00514403
235,-0.00514403
236,-0.00514403
237,-0.00514403
238,-0.00514403
239,-0.00514403
240,-0.004835531
241,-0.0066287518
242,-0.0056109577
243,-0.0050632805
244,-0.0050412565
245,-0.0051384866
246,-0.007651344
247,-0.0068802387
248,-0.0058519244
249,-0.005486518
250,-0.005370587
251,-0.00536485
252,-0.0053987205
253,-0.0054392368
254,-0.005472988
255,-0.005496323
256,-0.0055096
257,-0.005515069
258,-0.005515069
259,-0.005511731
260,-0.005506739
261,-0.0055011064
262,-0.0054956675
263,-0.00549078
264,-0.005486667
265,-0.0054833293
266,-0.005480796
267,-0.0054789484
268,-0.005477667
269,-0.0054768324
270,-0.0054763556
271,-0.005476147
272,-0.005476147
273,-0.005476266
274,-0.005476445
275,-0.0054766983
276,-0.0054769367
277,-0.0054772347
278,-0.005477488
279,-0.0054777265
280,-0.0054779947
281,-0.0054781884
282,-0.0054783523
283,-0.0054784864
284,-0.0054786354
285,-0.0054787844
286,-0.0054792464
287,-0.0054821074
288,-0.005499974
289,-0.0053639263
290,-0.005143866
291,-0.0051439106
292,-0.0051439106
293,-0.0051439553
294,-0.005144
295,-0.005144
296,-0.00514403
297,-0.00514403
298,-0.00514403
299,-0.00514403
300,-0.00514403
301,-0.00514403
302,-0.00514403
303,-0.00514403
304,-0.00514403
305,-0.00514403
306,-0.00514403
307,-0.00514403
308,-0.00514403
309,-0.00514403
310,-0.00514403
311,-0.00514403
312,-0.00514403
313,-0.00514403
314,-0.00514403
315,-0.00514403
316,-0.00514403
317,-0.00514403
318,-0.00514403
319,-0.00514403
320,-0.00514403
321,-0.00514403
322,-0.00514403
323,-0.00514403
324,-0.00514403
325,-0.00514403
326,-0.00514403
327,-0.00514403
328,-0.00514403
329,-0.00514403
330,-0.00514403
331,-0.00514403
332,-0.00514403
333,-0.00514403
334,-0.00514403
335,-0.00514403
336,-0.00514403
337,-0.00514403
338,-0.00514403
339,-0.00514403
340,-0.00514403
341,-0.00514403
342,-0.00514403
343,-0.00514403
344,-0.00514403
345,-0.00514403
346,-0.00514403
347,-0.00514403
348,-0.00514403
349,-0.00514403
350,-0.00514403
351,-0.00514403
352,-0.00514403
353,-0.00514403
354,-0.00514403
355,-0.00514403
356,-0.00514403
357,-0.00514403
358,-0.00514403
359,-0.00514403
360,-0.00514403
361,-0.00514403
362,-0.00514403
363,-0.00514403
364,-0.00514403
365,-0.00514403
366,-0.00514403
367,-0.00514403
368,-0.00514403
369,-0.00514403
370,-0.00514403
371,-0.00514403
372,-0.00514403
373,-0.00514403
374,-0.00514403
375,-0.00514403
376,-0.00514403
377,-0.00514403
378,-0.00514403
379,-0.00514403
380,-0.00514403
381,-0.00514403
382,-0.00514403
383,-0.00514403
384,-0.00514403
385,-0.00514403
386,-0.00514403
387,-0.00514403
388,-0.00514403
389,-0.00514403
390,-0.00514403
391,-0.00514403
392,-0.00514403
393,-0.00514403
394,-0.00514403
395,-0.00514403
396,-0.00514403
397,-0.00514403
398,-0.00514403
399,-0.00514403
400,-0.00514403
401,-0.00514403
402,-0.00514403
403,-0.00514403
404,-0.00514403
405,-0.00514403
406,-0.00514403
407,-0.00514403
408,-0.00514403
409,-0.00514403
410,-0.00514403
411,-0.00514403
412,-0.00514403
413,-0.00514403
414,-0.00514403
415,-0.00514403
416,-0.00514403
417,-0.00514403
418,-0.00514403
419,-0.00514403
420,-0.00514403
421,-0.00514403
422,-0.00514403
423,-0.00514403
424,-0.00514403
425,-0.00514403
426,-0.00514403
427,-0.00514403
428,-0.00514403
429,-0.00514403
430,-0.00514403
431,-0.00514403
432,-0.00514403
433,-0.00514403
434,-0.00514403
435,-0.00514403
436,-0.00514403
437,-0.00514403
438,-0.00514403
439,-0.00514403
440,-0.00514403
441,-0.00514403
442,-0.00514403
443,-0.00514403
444,-0.00514403
445,-0.00514403
446,-0.00514403
447,-0.00514403
448,-0.00514403
449,-0.00514403
