,0
0,0.003591478
1,0.003591478
2,0.003591478
3,0.003591478
4,0.003591478
5,0.003591478
6,0.003591478
7,0.003591478
8,0.003591478
9,0.003591478
10,0.003591478
11,0.003591478
12,0.003591478
13,0.003591478
14,0.003591478
15,0.003591478
16,0.003591478
17,0.003591478
18,0.003591478
19,0.003591478
20,0.003591478
21,0.003591478
22,0.003591478
23,0.003591478
24,0.003591478
25,0.003591478
26,0.003591478
27,0.003591478
28,0.003591478
29,0.003591478
30,0.003591478
31,0.003591478
32,0.003591478
33,0.003591478
34,0.003591478
35,0.003591478
36,0.003591478
37,0.003591478
38,0.003591478
39,0.003591478
40,0.003591478
41,0.003591478
42,0.003591478
43,0.003591478
44,0.003591478
45,0.003591478
46,0.003591478
47,0.003591478
48,0.003591478
49,0.003591478
50,0.003591478
51,0.003591478
52,0.003591478
53,0.003591478
54,0.003591478
55,0.003591478
56,0.003591478
57,0.003591478
58,0.003591478
59,0.003591478
60,0.003591478
61,0.003591478
62,0.003591478
63,0.003591478
64,0.003591478
65,0.003591478
66,0.003591478
67,0.003591478
68,0.003591478
69,0.003591478
70,0.003591478
71,0.003591478
72,0.003591478
73,0.003591478
74,0.003591478
75,0.003591478
76,0.003591478
77,0.003591478
78,0.003591478
79,0.003591478
80,0.003591478
81,0.003591478
82,0.003591478
83,0.003591478
84,0.003591478
85,0.003591478
86,0.003591478
87,0.003591478
88,0.003591478
89,0.003591478
90,0.003591478
91,0.003591478
92,0.003591478
93,0.003591478
94,0.003591478
95,0.003591478
96,0.003591478
97,0.003591478
98,0.003591478
99,0.003591478
100,0.003591478
101,0.003591478
102,0.003591478
103,0.003591478
104,0.003591478
105,0.003591478
106,0.003591478
107,0.003591478
108,0.003591478
109,0.003591478
110,0.003591478
111,0.003591478
112,0.003591478
113,0.003591478
114,0.003591478
115,0.003591478
116,0.003591478
117,0.003591478
118,0.003591478
119,0.003591478
120,0.003591478
121,0.003591478
122,0.003591478
123,0.003591478
124,0.003591478
125,0.003591478
126,0.003591478
127,0.003591478
128,0.003591478
129,0.003591478
130,0.003591478
131,0.003591478
132,0.003591478
133,0.003591478
134,0.003591478
135,0.003591478
136,0.003591478
137,0.003591478
138,0.003591478
139,0.003591478
140,0.003591478
141,0.003591478
142,0.003591478
143,0.003591478
144,0.003591478
145,0.003591478
